construction,RPLY1_cured_angle,RBELT1_cured_angle,RBELT2_cured_angle,RPLY2_cured_angle,Curing Width_UDMSIteration,Rim Width_UDMSIteration,Tread Arc Radius 1,Belt Width 1,Belt Width 2,Rim Diameter,Section Height,Shoulder Radius,Cavity Outer Diameter,Cavity Section Width,inflation,Inner Perimeter,Apex Ending,Minimum Side Wall gauge,Base Gauge at Centre,Cap Thickness at centre,Non Skid Depth,Ply turnup height 1,Ply turnup height 2,Total Center Guage,Total Rubber Guage at Shoulder,Total Shoulder Gauge,size,Section Ratio,Belt_Angle_Difference,Belt_Width_Difference,RPLY1_epi,RBELT1_epi,RBELT2_epi,RCAPPLY_epi,RPLY2_epi,RPLY1_denier,RBELT1_denier,RBELT2_denier,RCAPPLY_denier,RPLY2_denier,Aspect_ratio
1+SL,87,27,-25,Not Applicable,7,6,500,170.18,158.136,16,124.85,36.9,649,220.985,230,399.903,45.409,3.005,1.5,9.5,7.99,0,0,16.27,6.576,14.651,205/60R16,0.564970473,52,12.044,28,18,18,30,Not Applicable,1000,NA,NA,1260,Not Applicable,60
2+0,90,25,-27,90,8,7,800,185.771,174.92,17,161.58,34.721,753,252,180,497.508,49.988,3.602,3.5,7.5,8.428,80,65,16.72,7.61,15.226,245/65R17,0.641190476,52,10.851,28,18,18,25,28,1000,NA,NA,1260,28,65
2+0,90,25,-27,90,8,7,800,185.771,174.92,17,161.58,34.721,753,252,210,497.508,49.988,3.602,3.5,7.5,8.428,80,65,16.72,7.61,15.226,245/65R17,0.641190476,52,10.851,28,18,18,25,28,1000,NA,NA,1260,28,65
2+0,90,25,-27,90,8,7,800,185.771,174.92,17,161.58,34.721,753,252,240,497.508,49.988,3.602,3.5,7.5,8.428,80,65,16.72,7.61,15.226,245/65R17,0.641190476,52,10.851,28,18,18,25,28,1000,NA,NA,1260,28,65
2+0,90,25,-23,90,6.5,6,400,137.27,125.657,16,113.68,23.989,626.24,202.499,180,361.853,33.48,3.515,1.666,7.001,6.972,45,33.696,15.29,8.176,14.461,185/60R16,0.561385488,48,11.613,28,18,18,30,28,1000,NA,NA,1260,28,60
2+0,90,25,-23,90,6.5,6,400,137.27,125.657,16,113.68,23.989,626.24,202.499,210,361.853,33.48,3.515,1.666,7.001,6.972,45,33.696,15.29,8.176,14.461,185/60R16,0.561385488,48,11.613,28,18,18,30,28,1000,NA,NA,1260,28,60
2+0,90,25,-23,90,6.5,6,400,137.27,125.657,16,113.68,23.989,626.24,202.499,220,361.853,33.48,3.515,1.666,7.001,6.972,45,33.696,15.29,8.176,14.461,185/60R16,0.561385488,48,11.613,28,18,18,30,28,1000,NA,NA,1260,28,60
2+0,90,28,-26,90,8.5,7.5,600,199.326,187.731,18,157.11,38,769,275.985,180,501.78,53.96,3.38,2,9.003,7.473,88.815,45,17.67,7.514,17.129,265/60R18,0.569270069,54,11.595,29,18,18,25,29,1500,NA,NA,1260,29,60
2+0,90,28,-26,90,8.5,7.5,600,199.326,187.731,18,157.11,38,769,275.985,200,501.78,53.96,3.38,2,9.003,7.473,88.815,45,17.67,7.514,17.129,265/60R18,0.569270069,54,11.595,29,18,18,25,29,1500,NA,NA,1260,29,60
2+0,90,28,-26,90,8.5,7.5,600,199.326,187.731,18,157.11,38,769,275.985,210,501.78,53.96,3.38,2,9.003,7.473,88.815,45,17.67,7.514,17.129,265/60R18,0.569270069,54,11.595,29,18,18,25,29,1500,NA,NA,1260,29,60
1+0,90,19,-19,Not Applicable,7,6,500,165.292,153.203,16,130.91,69.937,662,226.684,210,416.414,40.695,2.79,2,9.3,8.277,64.959,0,16.37,7.64,11.861,215/60R16,0.577499956,38,12.089,29,18,18,30,Not Applicable,1500,NA,NA,1260,Not Applicable,60
1+0,90,24,-24,Not Applicable,6.5,6,450,155.89,135.991,15,113.6,30,601.98,200.997,180,358.392,34.622,4.375,2.643,6.902,7.134,64.993,0,14.34,7.894,13.634,185/60R15,0.565182565,48,19.67922,29,18,18,30,Not Applicable,1500,NA,NA,1260,Not Applicable,60
1+0,90,24,-24,Not Applicable,6.5,6,450,155.89,135.991,15,113.6,30,601.98,200.997,210,358.392,34.622,4.375,2.643,6.902,7.134,64.993,0,14.34,7.894,13.634,185/60R15,0.565182565,48,19.67922,29,18,18,30,Not Applicable,1500,NA,NA,1260,Not Applicable,60
1+0,90,24,-24,Not Applicable,6.5,6,450,155.89,135.991,15,113.6,30,601.98,200.997,220,358.392,34.622,4.375,2.643,6.902,7.134,64.993,0,14.34,7.894,13.634,185/60R15,0.565182565,48,19.67922,29,18,18,30,Not Applicable,1500,NA,NA,1260,Not Applicable,60
1+SL,90,25,-27,Not Applicable,7,6.5,500,169.106,156.79,16,131.13,63.645,664,228,180,422.595,23.882,2.599,3.5,6.6,7.48,0,0,15.1,0,5.614,215/60R16,0.575131579,52,12.316,28,18,18,30,Not Applicable,1000,NA,NA,1260,Not Applicable,60
1+SL,90,25,-27,Not Applicable,7,6.5,500,169.106,156.79,16,131.13,63.645,664,228,210,422.595,23.882,2.599,3.5,6.6,7.48,0,0,15.1,0,5.614,215/60R16,0.575131579,52,12.316,28,18,18,30,Not Applicable,1000,NA,NA,1260,Not Applicable,60
1+SL,90,25,-27,Not Applicable,7,6.5,500,169.106,156.79,16,131.13,63.645,664,228,230,422.595,23.882,2.599,3.5,6.6,7.48,0,0,15.1,0,5.614,215/60R16,0.575131579,52,12.316,28,18,18,30,Not Applicable,1000,NA,NA,1260,Not Applicable,60
2+0,-89,24,-25,-89,5.5,5,400,134.729,122.198,15,107.09,31.639,588.96,183.74,180,338.172,33.824,3.499,3,7,6.98,56.921,25.417,16.2,7.329,15.01,175/60R15,0.58283444,49,12.531,28,18,18,20,28,1000,NA,NA,840,28,60
2+0,-89,24,-25,-89,5.5,5,400,134.729,122.198,15,107.09,31.639,588.96,183.74,210,338.172,33.824,3.499,3,7,6.98,56.921,25.417,16.2,7.329,15.01,175/60R15,0.58283444,49,12.531,28,18,18,20,28,1000,NA,NA,840,28,60
2+0,-89,24,-25,-89,5.5,5,400,134.729,122.198,15,107.09,31.639,588.96,183.74,220,338.172,33.824,3.499,3,7,6.98,56.921,25.417,16.2,7.329,15.01,175/60R15,0.58283444,49,12.531,28,18,18,20,28,1000,NA,NA,840,28,60
2+0,90,23,-23,90,8,7,750,169.851,157.665,17,118.66,29.982,666.86,237.991,210,407.748,38.656,3.492,2,7,6.939,51,38.746,14.75,6.202,12.582,215/55R17,0.498590283,46,12.186,28,22,22,20,28,1000,2x0p3HT,2x0p3HT,840,28,55
2+0,90,23,-23,90,8,7,750,169.851,157.665,17,118.66,29.982,666.86,237.991,250,407.748,38.656,3.492,2,7,6.939,51,38.746,14.75,6.202,12.582,215/55R17,0.498590283,46,12.186,28,22,22,20,28,1000,2x0p3HT,2x0p3HT,840,28,55
1+0,90,23,-24,Not Applicable,7,6.5,500,168.21,157.029,16,131.27,38.691,662,218.99,210,411.334,30.855,2.506,3,7.4,6.258,59.997,0,15.27,6.91,14.286,215/60R16,0.599433764,47,11.181,29,18,18,30,Not Applicable,1500,NA,NA,1260,Not Applicable,60
1+SL,90,27,-27,Not Applicable,5.5,5,295,116.758,104.764,14,134.92,98.117,618.46,168.987,180,363.674,26.595,2.656,2.5,0.021,6.974,0,0,14.51,0,6.065,165/80R14,0.798404611,54,11.994,28,18,18,20,Not Applicable,1000,NA,NA,840,Not Applicable,80
1+SL,90,27,-27,Not Applicable,5.5,5,295,116.758,104.764,14,134.92,98.117,618.46,168.987,200,363.674,26.595,2.656,2.5,0.021,6.974,0,0,14.51,0,6.065,165/80R14,0.798404611,54,11.994,28,18,18,20,Not Applicable,1000,NA,NA,840,Not Applicable,80
1+0,90,27,-27,Not Applicable,7.3,6,600,165.41,153.731,16,126.56,30,652,225,180,410.583,28.937,3.052,3,6.9,7.38,60,0,14.9,6.923,13.439,205/60R16,0.562488889,54,11.679,28,18,18,25,Not Applicable,1000,NA,NA,1260,Not Applicable,60
1+0,90,27,-27,Not Applicable,7.3,6,600,165.41,153.731,16,126.56,30,652,225,210,410.583,28.937,3.052,3,6.9,7.38,60,0,14.9,6.923,13.439,205/60R16,0.562488889,54,11.679,28,18,18,25,Not Applicable,1000,NA,NA,1260,Not Applicable,60
1+0,90,27,-27,Not Applicable,7.3,6,600,165.41,153.731,16,126.56,30,652,225,230,410.583,28.937,3.052,3,6.9,7.38,60,0,14.9,6.923,13.439,205/60R16,0.562488889,54,11.679,28,18,18,25,Not Applicable,1000,NA,NA,1260,Not Applicable,60
2+0,90,26,-26,90,7.5,7,500.03,174.253,162.453,17,119.62,38.697,669,229.97,210,405.785,14.784,2.056,3.57,5.73,7.776,55,20,15.05,5.374,12.467,215/55R17,0.520154803,52,11.8,28,18,18,30,28,1000,NA,NA,1260,28,55
2+0,90,26,-26,90,7.5,7,500.03,174.253,162.453,17,119.62,38.697,669,229.97,250,405.785,14.784,2.056,3.57,5.73,7.776,55,20,15.05,5.374,12.467,215/55R17,0.520154803,52,11.8,28,18,18,30,28,1000,NA,NA,1260,28,55
2+0,90,27,-27,90,7.3,6,600,164.704,154.325,16,126.45,30,652,224.975,180,412.245,34.705,3.109,3.01,6.9,7.38,41.795,22.625,15.66,7.643,13.373,205/60R16,0.562062451,54,10.379,28,18,18,25,28,1000,NA,NA,1260,28,60
2+0,90,27,-27,90,7.3,6,600,164.704,154.325,16,126.45,30,652,224.975,210,412.245,34.705,3.109,3.01,6.9,7.38,41.795,22.625,15.66,7.643,13.373,205/60R16,0.562062451,54,10.379,28,18,18,25,28,1000,NA,NA,1260,28,60
2+0,90,27,-27,90,7.3,6,600,164.704,154.325,16,126.45,30,652,224.975,230,412.245,34.705,3.109,3.01,6.9,7.38,41.795,22.625,15.66,7.643,13.373,205/60R16,0.562062451,54,10.379,28,18,18,25,28,1000,NA,NA,1260,28,60
1+SL,90,26,-28,Not Applicable,6.96,6,450,151.731,139.378,16,119.32,35.1,638,214.983,210,379.49,32.519,2.487,4.24,6.6,1.839,0,0,15.18,6.37,14.432,195/60R16,0.55502063,54,12.353,28,18,18,30,Not Applicable,1000,NA,NA,1260,Not Applicable,60
2+0,90,25,-25,90,7.5,7,500.03,174.253,162.453,17,119.62,38.697,669,229.97,210,405.785,14.784,2.056,3.57,5.73,7.776,55,20,15.05,5.374,12.467,215/55R17,0.520154803,50,11.8,28,18,18,30,28,1000,NA,NA,1260,28,55
2+0,90,25,-25,90,7.5,7,500.03,174.253,162.453,17,119.62,38.697,669,229.97,250,405.785,14.784,2.056,3.57,5.73,7.776,55,20,15.05,5.374,12.467,215/55R17,0.520154803,50,11.8,28,18,18,30,28,1000,NA,NA,1260,28,55
2+0,90,25,-25,90,7.5,7,400,179.357,167.439,17,119.72,38.7,669,230,180,403.429,45.822,3.268,2.7,6.9,7.575,59.996,24.986,15.53,5.343,12.433,215/55R17,0.520521739,50,11.918,28,18,18,30,28,1000,NA,NA,1260,28,55
2+0,90,25,-25,90,7.5,7,400,179.357,167.439,17,119.72,38.7,669,230,210,403.429,45.822,3.268,2.7,6.9,7.575,59.996,24.986,15.53,5.343,12.433,215/55R17,0.520521739,50,11.918,28,18,18,30,28,1000,NA,NA,1260,28,55
2+0,90,25,-25,90,7.5,7,400,179.357,167.439,17,119.72,38.7,669,230,220,403.429,45.822,3.268,2.7,6.9,7.575,59.996,24.986,15.53,5.343,12.433,215/55R17,0.520521739,50,11.918,28,18,18,30,28,1000,NA,NA,1260,28,55
2+0,90,24,-26,90,8.5,7.5,600,197.261,185.836,18,166.86,0,789,266.498,180,516.446,51.322,3.587,3.133,7.866,8.971,60,30,0,0,0,255/65R18,0.626121022,50,11.425,28,18,18,30,28,1000,2+2x0p35HT,2+2x0p35HT,1260,28,65
2+0,90,24,-26,90,8.5,7.5,600,197.261,185.836,18,166.86,0,789,266.498,210,516.446,51.322,3.587,3.133,7.866,8.971,60,30,0,0,0,255/65R18,0.626121022,50,11.425,28,18,18,30,28,1000,2+2x0p35HT,2+2x0p35HT,1260,28,65
2+0,90,24,-26,90,8.5,7.5,600,197.261,185.836,18,166.86,0,789,266.498,220,516.446,51.322,3.587,3.133,7.866,8.971,60,30,0,0,0,255/65R18,0.626121022,50,11.425,28,18,18,30,28,1000,2+2x0p35HT,2+2x0p35HT,1260,28,65
2+0,90,23,-23,90,8,7,750,169.604,157.824,17,118.65,29.972,666.84,237.992,210,407.748,38.656,3.491,1.935,7,6.858,51,38.746,14.75,6.066,12.805,215/55R17,0.49854617,46,11.78,28,22,22,20,28,1000,2x0p3HT,2x0p3HT,840,28,55
2+0,90,23,-23,90,8,7,750,169.604,157.824,17,118.65,29.972,666.84,237.992,250,407.748,38.656,3.491,1.935,7,6.858,51,38.746,14.75,6.066,12.805,215/55R17,0.49854617,46,11.78,28,22,22,20,28,1000,2x0p3HT,2x0p3HT,840,28,55
1+0,90,23,-23,Not Applicable,6.5,4.5,450.07,127.276,115.678,14,126.07,20,600.98,188.996,180,365.9,31.661,2.934,1.999,7.001,7.004,55.151,0,13.65,7.037,14.033,175/70R14,0.667051155,46,11.598,29,18,18,30,Not Applicable,1500,NA,NA,1260,Not Applicable,70
1+0,90,23,-23,Not Applicable,6.5,4.5,450.07,127.276,115.678,14,126.07,20,600.98,188.996,210,365.9,31.661,2.934,1.999,7.001,7.004,55.151,0,13.65,7.037,14.033,175/70R14,0.667051155,46,11.598,29,18,18,30,Not Applicable,1500,NA,NA,1260,Not Applicable,70
1+0,90,23,-23,Not Applicable,6.5,4.5,450.07,127.276,115.678,14,126.07,20,600.98,188.996,220,365.9,31.661,2.934,1.999,7.001,7.004,55.151,0,13.65,7.037,14.033,175/70R14,0.667051155,46,11.598,29,18,18,30,Not Applicable,1500,NA,NA,1260,Not Applicable,70
1+SL,87,26,-26,Not Applicable,9,8,595,200,188,19,106.2,20,698,257,180,400.8055913,35.57575575,2.541136066,1.5,8,7,0,0,14.576,8.181828765,14.29778021,245/45R19,0.413229572,52,12,28,22,22,25,Not Applicable,1000,2x0p3HT,2x0p3HT,1260,Not Applicable,45
1+SL,87,26,-26,Not Applicable,9,8,595,200,188,19,106.2,20,698,257,210,400.8055913,35.57575575,2.541136066,1.5,8,7,0,0,14.576,8.181828765,14.29778021,245/45R19,0.413229572,52,12,28,22,22,25,Not Applicable,1000,2x0p3HT,2x0p3HT,1260,Not Applicable,45
2+0,90,25,-27,-90,8,7.5,895.98,209.435,197.365,19,135.38,20,750,255.994,180,456.89,55.348,4.885,3,8,8.409,65.018,64.624,17.49,7.617,15.982,245/55R19,0.52884052,52,12.07,29,18,18,25,29,1500,NA,NA,1260,29,55
2+0,90,25,-27,-90,8,7.5,895.98,209.435,197.365,19,135.38,20,750,255.994,210,456.89,55.348,4.885,3,8,8.409,65.018,64.624,17.49,7.617,15.982,245/55R19,0.52884052,52,12.07,29,18,18,25,29,1500,NA,NA,1260,29,55
2+0,90,25,-27,-90,8,7.5,895.98,209.435,197.365,19,135.38,20,750,255.994,220,456.89,55.348,4.885,3,8,8.409,65.018,64.624,17.49,7.617,15.982,245/55R19,0.52884052,52,12.07,29,18,18,25,29,1500,NA,NA,1260,29,55
2+0,-90,27,-27,90,8.5,8,710,196.664,185.366,19,130.42,27,741,258.975,220,451.277,43.343,2.586,2.373,8.1,7.515,65.198,24.391,16.91,5.194,14.549,235/55R19,0.503600734,54,11.298,28,18,18,25,28,1000,NA,NA,1260,28,55
2+0,90,-24,26,90,8.5,7.5,924,195.728,183.905,18,152.94,20.005,761,269.984,240,493.741,47.448,3.995,3,8.4,8.371,90,45,18.48,9.945,18.376,255/60R18,0.566478014,-50,11.823,28,16,16,25,28,1000,NA,NA,1260,28,60
1+1F,87,22,-22,87,8.5,7,550,184,172,16,168.9,25,741,251,180,496.3091998,53.21253938,3.147425329,1,10.3,8.8,0,0,17.969,7.408809484,16.4893156,245/70R16,0.672908367,44,12,25,18,18,25,25,1500,NA,NA,1260,25,70
1+1F,87,22,-22,87,8.5,7,550,184,172,16,168.9,25,741,251,220,496.3091998,53.21253938,3.147425329,1,10.3,8.8,0,0,17.969,7.408809484,16.4893156,245/70R16,0.672908367,44,12,25,18,18,25,25,1500,NA,NA,1260,25,70
1+1F,87,22,-22,87,8.5,7,550,184,172,16,168.9,25,741,251,230,496.3091998,53.21253938,3.147425329,1,10.3,8.8,0,0,17.969,7.408809484,16.4893156,245/70R16,0.672908367,44,12,25,18,18,25,25,1500,NA,NA,1260,25,70
1+SL,90,24,-24,Not Applicable,5,5,295,123.119,111.599,14,135.74,115.276,619.96,163.995,180,369.286,26.439,2.598,2.5,0.015,6.974,0,0,14.51,0,5.876,165/80R14,0.827708162,48,11.52,28,18,18,20,Not Applicable,1000,NA,NA,840,Not Applicable,80
1+SL,90,24,-24,Not Applicable,5,5,295,123.119,111.599,14,135.74,115.276,619.96,163.995,200,369.286,26.439,2.598,2.5,0.015,6.974,0,0,14.51,0,5.876,165/80R14,0.827708162,48,11.52,28,18,18,20,Not Applicable,1000,NA,NA,840,Not Applicable,80
1+SL,90,24,-24,Not Applicable,5,5,295,123.119,111.599,14,135.74,115.276,619.96,163.995,210,369.286,26.439,2.598,2.5,0.015,6.974,0,0,14.51,0,5.876,165/80R14,0.827708162,48,11.52,28,18,18,20,Not Applicable,1000,NA,NA,840,Not Applicable,80
1+0,90,21,-21,Not Applicable,4.3,3.5,250,96,84,18,105.4,30,671,140,180,298.2973979,33.14515542,2.546632377,1.2,5.8,5,45,0,11.833,4.7934323,11.1767086,135/80R18,0.752857143,42,12,28,18,18,20,Not Applicable,1000,NA,NA,840,Not Applicable,80
1+0,90,21,-21,Not Applicable,4.3,3.5,250,96,84,18,105.4,30,671,140,210,298.2973979,33.14515542,2.546632377,1.2,5.8,5,45,0,11.833,4.7934323,11.1767086,135/80R18,0.752857143,42,12,28,18,18,20,Not Applicable,1000,NA,NA,840,Not Applicable,80
1+0,90,21,-21,Not Applicable,4.3,3.5,250,96,84,18,105.4,30,671,140,420,298.2973979,33.14515542,2.546632377,1.2,5.8,5,45,0,11.833,4.7934323,11.1767086,135/80R18,0.752857143,42,12,28,18,18,20,Not Applicable,1000,NA,NA,840,Not Applicable,80
2+0,90,-24,26,90,8.5,7.5,924,195.388,183.88,18,152.88,20.006,761,269.998,180,495.438,47.393,3.502,3,8.4,8.371,90,45,18.36,9.945,18.113,255/60R18,0.566226416,-50,11.508,28,16,16,25,28,1000,NA,NA,1260,28,60
2+0,90,-24,26,90,8.5,7.5,924,195.388,183.88,18,152.88,20.006,761,269.998,210,495.438,47.393,3.502,3,8.4,8.371,90,45,18.36,9.945,18.113,255/60R18,0.566226416,-50,11.508,28,16,16,25,28,1000,NA,NA,1260,28,60
2+0,90,28,-28,90,6.5,6,700,155.716,143.93,16,136.56,93.662,671.98,212.083,180,419.349,43.97,2.386,3,0.013,7.384,70,70,16.24,0,5.642,205/65R16,0.643898851,56,11.786,28,22,22,20,28,1000,2x0p3HT,2x0p3HT,840,28,65
2+0,90,28,-28,90,6.5,6,700,155.716,143.93,16,136.56,93.662,671.98,212.083,210,419.349,43.97,2.386,3,0.013,7.384,70,70,16.24,0,5.642,205/65R16,0.643898851,56,11.786,28,22,22,20,28,1000,2x0p3HT,2x0p3HT,840,28,65
2+0,90,28,-28,90,6.5,6,700,155.716,143.93,16,136.56,93.662,671.98,212.083,230,419.349,43.97,2.386,3,0.013,7.384,70,70,16.24,0,5.642,205/65R16,0.643898851,56,11.786,28,22,22,20,28,1000,2x0p3HT,2x0p3HT,840,28,65
2+0,90,25,-27,90,8,7,600,182.661,172.681,17,161.58,25,752,247.997,180,490.766,47.672,3.507,3.757,7.243,8.473,61.905,37.273,16.65,6.676,14.611,245/65R17,0.65154014,52,9.98,28,18,18,25,28,1000,NA,NA,1260,28,65
2+0,90,25,-27,90,8,7,600,182.661,172.681,17,161.58,25,752,247.997,210,490.766,47.672,3.507,3.757,7.243,8.473,61.905,37.273,16.65,6.676,14.611,245/65R17,0.65154014,52,9.98,28,18,18,25,28,1000,NA,NA,1260,28,65
2+0,90,25,-27,90,8,7,600,182.661,172.681,17,161.58,25,752,247.997,240,490.766,47.672,3.507,3.757,7.243,8.473,61.905,37.273,16.65,6.676,14.611,245/65R17,0.65154014,52,9.98,28,18,18,25,28,1000,NA,NA,1260,28,65
1+0,90,28,-28,Not Applicable,5.5,5,399.81,114.171,102.134,14,118.39,29.7,585.96,175,180,342.037,34.054,2.525,2.539,6.941,6.342,55.217,0,15.08,7.134,13.176,165/70R14,0.676514286,56,12.037,29,18,18,30,Not Applicable,1500,NA,NA,1260,Not Applicable,70
1+0,90,28,-28,Not Applicable,5.5,5,399.81,114.171,102.134,14,118.39,29.7,585.96,175,210,342.037,34.054,2.525,2.539,6.941,6.342,55.217,0,15.08,7.134,13.176,165/70R14,0.676514286,56,12.037,29,18,18,30,Not Applicable,1500,NA,NA,1260,Not Applicable,70
1+0,90,28,-28,Not Applicable,5.5,5,399.81,114.171,102.134,14,118.39,29.7,585.96,175,250,342.037,34.054,2.525,2.539,6.941,6.342,55.217,0,15.08,7.134,13.176,165/70R14,0.676514286,56,12.037,29,18,18,30,Not Applicable,1500,NA,NA,1260,Not Applicable,70
2+0,90,24,-24,90,8,7.5,823,193,181,18,101.32,20,657,233.982,220,369.879,27.988,1.646,1.6,7.8,7.379,42.244,21.83,16.94,7.206,15.77,225/45R18,0.432212734,48,12,29,18,18,20,29,1500,NA,NA,1260,29,45
2+0,90,24,-24,90,8,7.5,823,193,181,18,101.32,20,657,233.982,230,369.879,27.988,1.646,1.6,7.8,7.379,42.244,21.83,16.94,7.206,15.77,225/45R18,0.432212734,48,12,29,18,18,20,29,1500,NA,NA,1260,29,45
1+SL,87,26,-26,Not Applicable,9,8,700,200,188,19,106.2,20,698,257,180,401.4468124,35.60450535,2.500653693,1.5,8,7,0,0,14.576,7.510361142,13.6001687,245/45R19,0.413229572,52,12,28,22,22,25,Not Applicable,1000,2x0p3HT,2x0p3HT,1260,Not Applicable,45
1+SL,87,26,-26,Not Applicable,9,8,700,200,188,19,106.2,20,698,257,210,401.4468124,35.60450535,2.500653693,1.5,8,7,0,0,14.576,7.510361142,13.6001687,245/45R19,0.413229572,52,12,28,22,22,25,Not Applicable,1000,2x0p3HT,2x0p3HT,1260,Not Applicable,45
1+0,90,25,-24,Not Applicable,7,6.5,500,164.68,153.903,16,130.88,38.7,662,226.703,210,424.822,43.707,1.996,4.492,5.739,7.61,59.267,0,14.71,7.294,12.164,215/60R16,0.577319224,49,10.777,29,18,18,30,Not Applicable,1500,NA,NA,1260,Not Applicable,60
1+0,90,26,-26,Not Applicable,5.5,5,394.13,117.147,106.918,14,118.12,50.284,585.9,175,180,342.605,34.05,3.474,3.476,6.98,6.918,60.134,0,15.59,0,6.017,165/70R14,0.674971429,52,10.229,28,18,18,20,Not Applicable,1000,NA,NA,840,Not Applicable,70
1+0,90,26,-26,Not Applicable,5.5,5,394.13,117.147,106.918,14,118.12,50.284,585.9,175,210,342.605,34.05,3.474,3.476,6.98,6.918,60.134,0,15.59,0,6.017,165/70R14,0.674971429,52,10.229,28,18,18,20,Not Applicable,1000,NA,NA,840,Not Applicable,70
1+0,90,26,-26,Not Applicable,5.5,5,394.13,117.147,106.918,14,118.12,50.284,585.9,175,250,342.605,34.05,3.474,3.476,6.98,6.918,60.134,0,15.59,0,6.017,165/70R14,0.674971429,52,10.229,28,18,18,20,Not Applicable,1000,NA,NA,840,Not Applicable,70
1+SL,90,24,-24,Not Applicable,5.5,5,295,118.203,106.673,14,134.92,156.915,618.46,168.984,180,362.98,26.625,2.845,2.5,0.021,6.98,0,0,14.51,0,5.667,165/80R14,0.798418785,48,11.53,28,18,18,20,Not Applicable,1000,NA,NA,840,Not Applicable,80
1+SL,90,24,-24,Not Applicable,5.5,5,295,118.203,106.673,14,134.92,156.915,618.46,168.984,200,362.98,26.625,2.845,2.5,0.021,6.98,0,0,14.51,0,5.667,165/80R14,0.798418785,48,11.53,28,18,18,20,Not Applicable,1000,NA,NA,840,Not Applicable,80
1+SL,90,24,-24,Not Applicable,5.5,5,295,118.203,106.673,14,134.92,156.915,618.46,168.984,210,362.98,26.625,2.845,2.5,0.021,6.98,0,0,14.51,0,5.667,165/80R14,0.798418785,48,11.53,28,18,18,20,Not Applicable,1000,NA,NA,840,Not Applicable,80
1+SL,87,26,-26,Not Applicable,9,8,620,199.5,187.5,19,106.2,20,698,257,180,399.693346,35.53656284,2.500189196,1.5,8,7,0,0,14.576,8.156419551,14.57379245,245/45R19,0.413229572,52,12,28,22,22,25,Not Applicable,1000,2x0p3HT,2x0p3HT,1260,Not Applicable,45
1+SL,87,26,-26,Not Applicable,9,8,620,199.5,187.5,19,106.2,20,698,257,210,399.693346,35.53656284,2.500189196,1.5,8,7,0,0,14.576,8.156419551,14.57379245,245/45R19,0.413229572,52,12,28,22,22,25,Not Applicable,1000,2x0p3HT,2x0p3HT,1260,Not Applicable,45
1+0,90,24,-24,Not Applicable,5.5,5,400,114.18,102.133,14,118.37,29.7,585.96,174.999,180,345.204,20.312,1.972,2.799,6.936,3.084,60.053,0,14.85,7.106,13.151,165/70R14,0.676403865,48,12.047,29,18,18,30,Not Applicable,1500,NA,NA,1260,Not Applicable,70
1+0,90,24,-24,Not Applicable,5.5,5,400,114.18,102.133,14,118.37,29.7,585.96,174.999,210,345.204,20.312,1.972,2.799,6.936,3.084,60.053,0,14.85,7.106,13.151,165/70R14,0.676403865,48,12.047,29,18,18,30,Not Applicable,1500,NA,NA,1260,Not Applicable,70
1+0,90,24,-24,Not Applicable,5.5,5,400,114.18,102.133,14,118.37,29.7,585.96,174.999,250,345.204,20.312,1.972,2.799,6.936,3.084,60.053,0,14.85,7.106,13.151,165/70R14,0.676403865,48,12.047,29,18,18,30,Not Applicable,1500,NA,NA,1260,Not Applicable,70
1+0,90,27,-27,Not Applicable,7.3,6,600,166.105,149.696,16,126.17,30,652,224.992,180,411.283,38.162,2.588,2.804,7.704,7.389,50.188,0,15.11,6.542,11.816,205/60R16,0.560775494,54,16.409,29,18,18,20,Not Applicable,1500,NA,NA,840,Not Applicable,60
1+0,90,27,-27,Not Applicable,7.3,6,600,166.105,149.696,16,126.17,30,652,224.992,210,411.283,38.162,2.588,2.804,7.704,7.389,50.188,0,15.11,6.542,11.816,205/60R16,0.560775494,54,16.409,29,18,18,20,Not Applicable,1500,NA,NA,840,Not Applicable,60
1+0,90,27,-27,Not Applicable,7.3,6,600,166.105,149.696,16,126.17,30,652,224.992,230,411.283,38.162,2.588,2.804,7.704,7.389,50.188,0,15.11,6.542,11.816,205/60R16,0.560775494,54,16.409,29,18,18,20,Not Applicable,1500,NA,NA,840,Not Applicable,60
2+0,90,24,-26,90,8.5,7.5,600,197.661,185.45,18,167.03,0,789,266.5,180,512.964,51.079,3.544,3,8,8.971,60,30,0,0,0,255/65R18,0.626754221,50,12.211,28,18,18,30,28,1000,2+2x0p35HT,2+2x0p35HT,1260,28,65
2+0,90,24,-26,90,8.5,7.5,600,197.661,185.45,18,167.03,0,789,266.5,210,512.964,51.079,3.544,3,8,8.971,60,30,0,0,0,255/65R18,0.626754221,50,12.211,28,18,18,30,28,1000,2+2x0p35HT,2+2x0p35HT,1260,28,65
2+0,90,24,-26,90,8.5,7.5,600,197.661,185.45,18,167.03,0,789,266.5,220,512.964,51.079,3.544,3,8,8.971,60,30,0,0,0,255/65R18,0.626754221,50,12.211,28,18,18,30,28,1000,2+2x0p35HT,2+2x0p35HT,1260,28,65
2+0,90,23,-23,90,8,7,750,169.556,157.824,17,118.57,29.966,667,237.979,210,408.796,37.607,3.052,3,6,6.985,51,37.712,14.75,6.08,12.756,215/55R17,0.498237239,46,11.732,28,22,22,20,28,1000,2x0p3HT,2x0p3HT,840,28,55
